target,var1,var2,var3,var4,var5,var6,var7
1,249.080,282.100,Greece,,295.600,yes,2019-05-12 21:32:06
1,307.380,280.191,Zimbabwe,,248.350,yes,2019-05-09 08:44:55
0,458.240,671.865,Tanzania,,402.450,no,2019-02-14 03:50:52
1,258.500,418.666,Myanmar,,205.900,no,2019-07-05 00:54:11
0,496.240,388.174,Bahrain,,281.950,no,2019-03-23 21:06:51
1,511.140,357.645,Uruguay,,375.150,yes,2019-05-29 18:12:00
0,346.980,683.330,Myanmar,,369.700,yes,2019-02-10 13:46:35
0,446.320,603.152,Netherlands Antilles,,382.100,no,2019-04-17 18:38:14
1,217.700,443.072,United States Virgin Islands,,266.100,yes,2019-05-26 06:03:57
0,424.600,649.296,Saint Helena,,406.900,yes,2019-02-08 00:23:38
1,268.280,380.671,Tuvalu,,242.650,no,2019-02-08 10:46:14
1,510.140,280.287,Congo,,347.900,yes,2019-04-04 18:36:59
1,357.700,561.946,Antigua and Barbuda,,399.050,no,2019-05-31 11:44:45
0,476.200,627.924,Nepal,,386.550,yes,2019-06-17 20:18:27
1,250.900,567.708,Montenegro,,311.300,no,2019-04-07 15:18:10
0,387.260,755.351,French Polynesia,,299.400,no,2019-03-02 05:11:01
1,268.920,531.887,French Guiana,,244.300,yes,2019-01-09 17:33:03
1,251.700,641.479,Greece,,250.400,no,2019-04-10 02:02:36
0,399.520,718.818,Mauritius,,330.200,yes,2019-03-05 23:02:11
0,398.800,582.352,Timor-Leste,,435.700,no,2019-05-18 01:00:52
0,397.440,670.587,Sri Lanka,,427.000,yes,2019-06-08 18:54:01
0,440.960,645.641,Kazakhstan,,418.550,no,2019-04-17 19:10:56
1,272.800,310.929,Serbia,,233.850,no,2019-03-23 06:00:15
1,290.160,339.516,Fiji,,279.600,yes,2019-05-31 21:41:46
1,313.940,688.639,Indonesia,,219.850,no,2019-01-30 09:54:03
0,463.080,516.361,Ireland,,407.300,yes,2019-02-29 11:00:06
0,448.460,677.446,Croatia,,402.950,yes,2019-07-21 23:14:35
1,263.520,245.933,Australia,,330.000,no,2019-03-07 01:40:15
0,487.220,694.764,Pitcairn Islands,,330.900,yes,2019-03-25 08:40:15
0,420.460,616.101,Taiwan,,423.550,yes,2019-05-29 07:29:27
0,457.880,658.350,Bolivia,,381.050,no,2019-06-19 23:21:38
1,254.740,483.476,United States of America,,215.050,yes,2019-06-11 09:37:52
0,443.180,469.742,Luxembourg,,403.200,yes,2019-05-24 10:04:39
0,460.360,627.724,United Arab Emirates,,399.550,no,2019-06-17 03:02:55
0,478.640,640.459,Liberia,,392.850,no,2019-03-27 02:35:29
0,428.840,775.679,Antigua and Barbuda,,332.000,yes,2019-06-05 00:29:13
0,488.460,671.325,Vanuatu,,367.450,yes,2019-02-14 11:36:08
1,301.540,281.867,China,,355.150,yes,2019-03-12 07:18:36
0,389.900,701.851,Finland,,415.800,yes,2019-01-04 04:00:35
0,375.280,663.451,Singapore,,402.650,yes,2019-03-21 08:13:24
0,408.940,687.834,Grenada,,282.800,no,2019-02-03 22:11:13
1,247.020,583.484,Turks and Caicos Islands,,383.850,yes,2019-05-04 00:01:33
0,434.740,594.225,American Samoa,,330.150,yes,2019-05-31 23:32:00
0,465.360,599.672,Northern Mariana Islands,,382.200,no,2019-04-06 17:26:37
1,256.000,454.652,Congo,,247.100,no,2019-07-07 18:07:19
0,476.120,551.310,Albania,,401.900,yes,2019-03-10 07:07:31
1,391.780,428.383,Uganda,,182.800,yes,2019-01-01 15:14:24
1,274.400,539.224,Ethiopia,,232.150,no,2019-04-25 03:18:45
0,453.580,585.761,Comoros,,398.350,yes,2019-07-20 01:56:33
1,254.400,239.426,Western Sahara,,337.550,yes,2019-04-29 14:10:00
1,249.700,631.022,Australia,,257.800,yes,2019-01-07 13:58:51
1,322.480,511.712,Ghana,,199.300,yes,2019-02-23 13:55:48
0,446.560,515.127,Micronesia,,399.100,no,2019-07-17 22:04:54
0,430.360,705.051,Mali,,402.350,no,2019-02-21 05:23:28
1,241.700,578.467,Netherlands Antilles,,355.150,yes,2019-02-17 23:47:00
1,393.220,421.363,Lao People's Democratic Republic,,182.450,no,2019-03-09 00:41:46
0,448.020,464.032,Nepal,,445.900,no,2019-04-26 21:45:50
1,221.140,429.935,Argentina,,303.500,no,2019-06-19 03:19:44
1,380.100,401.592,Syrian Arab Republic,,163.000,yes,2019-02-12 03:39:09
1,216.340,429.079,Libyan Arab Jamahiriya,,267.200,no,2019-04-04 22:00:15
1,390.140,455.224,Peru,,178.800,yes,2019-07-18 04:53:22
1,319.380,546.452,Zimbabwe,,184.550,yes,2019-02-24 07:13:00
1,370.940,482.060,Mayotte,,163.000,yes,2019-05-02 18:37:01
0,420.920,536.731,Samoa,,427.800,yes,2019-06-05 13:16:24
0,330.860,509.502,Ghana,,370.350,no,2019-03-22 04:13:35
0,432.060,501.477,Senegal,,356.350,no,2019-01-11 12:46:31
1,267.980,534.417,Turkey,,393.500,yes,2019-02-10 19:20:51
0,322.840,642.355,Ecuador,,426.750,no,2019-02-17 11:15:31
1,302.940,414.173,United States Minor Outlying Islands,,180.400,no,2019-07-03 04:11:40
0,375.060,715.111,Afghanistan,,410.150,yes,2019-05-02 07:00:58
1,324.920,391.934,Colombia,,206.750,no,2019-03-03 03:51:27
1,248.680,261.309,Hong Kong,,278.700,no,2019-02-11 16:45:41
0,455.260,662.010,Isle of Man,,321.000,no,2019-02-11 23:45:01
0,504.140,578.450,Liberia,,391.450,yes,2019-01-05 20:58:42
0,512.180,618.339,Tunisia,,344.750,yes,2019-03-27 00:53:11
1,247.420,319.987,Bosnia and Herzegovina,,377.750,no,2019-03-12 06:05:12
1,262.580,562.427,Slovenia,,294.750,no,2019-06-20 08:34:46
0,397.000,739.109,Canada,,312.100,no,2019-03-10 23:36:03
0,460.720,639.652,Eritrea,,375.000,no,2019-02-16 02:29:03
0,408.040,649.025,Moldova,,422.700,no,2019-03-02 10:07:43
0,500.400,666.296,French Southern Territories,,309.350,no,2019-07-10 19:15:52
1,301.980,665.411,Christmas Island,,211.950,yes,2019-04-28 05:50:25
1,308.000,523.401,United States Minor Outlying Islands,,176.050,no,2019-03-25 06:36:53
0,446.400,587.767,Egypt,,414.000,no,2019-05-07 08:39:47
0,492.580,609.387,Anguilla,,370.300,no,2019-06-17 09:38:22
1,336.580,551.216,Cambodia,,213.000,yes,2019-07-11 18:12:43
1,254.220,687.871,South Africa,,311.650,yes,2019-06-21 13:15:21
0,414.960,455.939,Aruba,,432.050,no,2019-03-01 22:13:37
0,381.680,741.597,Venezuela,,364.700,yes,2019-04-29 13:38:19
0,381.420,794.848,Madagascar,,322.550,no,2019-04-29 07:49:01
0,436.440,741.801,Niue,,369.650,yes,2019-02-20 00:06:20
1,450.480,354.668,Uzbekistan,,188.750,yes,2019-02-26 19:48:23
0,445.260,745.438,Turks and Caicos Islands,,345.050,yes,2019-07-07 13:37:34
0,402.080,586.336,Brunei Darussalam,,380.300,yes,2019-04-27 04:28:17
0,523.040,473.574,Cayman Islands,,351.950,no,2019-07-12 10:56:21
0,355.100,674.796,Croatia,,403.000,yes,2019-04-07 03:56:16
1,232.140,422.516,Maldives,,323.950,yes,2019-02-17 20:22:49
0,425.840,642.387,Senegal,,426.150,no,2019-02-27 12:34:19
1,211.420,476.823,Moldova,,287.550,yes,2019-03-31 08:53:43
0,416.020,661.987,Ukraine,,388.250,yes,2019-02-26 19:35:54
0,452.900,697.105,Chile,,360.350,yes,2019-04-16 16:38:35
0,519.520,614.282,Guinea-Bissau,,342.050,yes,2019-04-30 15:27:22
1,270.960,222.057,Rwanda,,359.150,no,2019-02-18 22:42:33
0,406.460,623.122,Greenland,,395.750,yes,2019-01-20 19:09:37
0,491.520,335.026,Tajikistan,,375.950,no,2019-06-16 18:04:51
1,289.240,733.477,Liechtenstein,,296.050,no,2019-02-02 08:55:26
1,219.540,548.760,Papua New Guinea,,301.250,yes,2019-06-29 13:35:05
0,332.620,721.889,Japan,,357.000,yes,2019-05-24 17:07:08
0,415.920,616.259,Costa Rica,,402.300,no,2019-02-04 02:13:52
1,265.260,702.329,Macao,,291.750,yes,2019-06-12 21:21:53
0,448.880,648.023,Cameroon,,386.100,no,2019-01-05 07:52:48
0,350.340,672.403,Sudan,,374.400,no,2019-04-17 06:58:18
1,239.860,542.861,Italy,,240.050,yes,2019-04-25 11:01:54
0,449.840,638.797,Cook Islands,,328.250,no,2019-06-03 06:34:44
1,236.900,500.862,Uganda,,295.250,no,2019-04-23 03:46:34
1,517.240,510.675,Faroe Islands,,258.400,yes,2019-06-28 12:51:02
0,433.140,764.082,Finland,,338.450,yes,2019-07-18 18:33:05
0,416.480,644.340,Honduras,,334.450,no,2019-01-04 07:28:43
0,350.860,487.611,Tokelau,,427.700,no,2019-03-31 13:54:51
1,428.760,606.411,Philippines,,190.500,no,2019-05-30 18:08:19
0,401.100,736.003,Central African Republic,,387.550,yes,2019-07-01 04:41:57
1,293.600,550.021,Latvia,,339.550,no,2019-01-12 03:28:31
1,266.340,383.498,China,,222.850,no,2019-03-27 09:11:10
1,299.060,504.914,Bahamas,,235.000,yes,2019-04-29 20:40:21
0,473.280,621.613,Jamaica,,385.250,yes,2019-03-20 22:27:25
0,451.740,471.392,Djibouti,,421.550,yes,2019-01-06 21:43:22
1,271.340,659.567,Brazil,,253.000,yes,2019-01-15 22:49:45
1,338.360,319.476,Western Sahara,,207.450,yes,2019-07-03 09:22:30
1,391.820,293.986,Anguilla,,184.350,yes,2019-01-28 11:50:40
0,366.840,498.505,Austria,,417.100,no,2019-03-04 14:10:12
0,365.680,618.403,Burkina Faso,,426.200,no,2019-06-17 03:23:13
0,462.840,616.082,Cuba,,404.550,yes,2019-01-31 04:10:20
0,380.160,526.561,Cape Verde,,408.750,no,2019-04-29 18:53:43
1,246.480,559.849,Zimbabwe,,283.200,no,2019-02-27 08:52:50
0,493.440,673.074,Guyana,,356.400,no,2019-04-10 16:08:09
1,325.900,668.155,United Arab Emirates,,363.000,yes,2019-07-13 16:12:24
0,423.300,694.568,Bangladesh,,398.550,no,2019-07-02 14:57:53
1,256.340,620.601,South Africa,,371.600,yes,2019-05-23 21:14:38
0,394.300,608.059,China,,435.800,yes,2019-02-11 11:50:26
1,335.740,395.525,Northern Mariana Islands,,184.900,no,2019-03-17 06:25:47
1,303.080,462.391,Saudi Arabia,,301.150,no,2019-07-15 15:43:36
1,321.480,531.677,Libyan Arab Jamahiriya,,171.500,no,2019-05-16 14:50:22
1,277.360,567.822,Peru,,200.300,no,2019-06-11 08:38:16
1,380.820,629.395,Liberia,,254.350,yes,2019-05-10 17:13:47
0,379.820,486.795,Syrian Arab Republic,,433.800,yes,2019-02-10 08:21:13
0,499.080,635.517,Puerto Rico,,364.000,yes,2019-01-03 23:21:26
0,469.500,671.135,Martinique,,366.350,no,2019-01-29 20:16:54
0,467.200,599.985,Mauritius,,376.600,no,2019-01-01 21:58:55
0,443.580,736.875,Senegal,,365.200,no,2019-06-19 22:26:16
0,342.460,528.026,Armenia,,448.300,no,2019-02-03 15:15:42
1,302.240,673.843,Switzerland,,228.500,no,2019-05-26 10:33:00
0,398.780,396.991,Hong Kong,,407.900,yes,2019-05-11 22:02:17
0,509.140,553.534,Poland,,389.400,yes,2019-07-02 00:24:22
0,360.940,525.301,Gabon,,321.900,no,2019-05-27 05:23:26
1,275.260,605.830,Turkey,,215.350,no,2019-02-11 20:45:46
1,353.460,763.683,Cuba,,256.200,yes,2019-01-03 16:01:40
0,338.200,586.388,Slovakia (Slovak Republic),,444.100,yes,2019-01-30 00:05:37
1,346.020,631.270,Mayotte,,218.500,yes,2019-04-04 03:57:48
0,312.960,530.494,Kyrgyz Republic,,406.850,no,2019-02-15 12:25:28
1,230.700,527.363,Mexico,,361.150,yes,2019-07-17 01:13:56
0,430.880,676.334,United States Minor Outlying Islands,,378.500,yes,2019-01-14 00:23:10
1,256.740,624.637,Saint Martin,,244.300,no,2019-01-04 00:44:57
0,496.460,553.687,Mozambique,,392.050,no,2019-06-03 04:51:46
0,402.580,698.057,Lao People's Democratic Republic,,414.750,yes,2019-04-05 08:18:45
0,395.860,444.901,Lebanon,,293.000,no,2019-06-05 21:38:22
0,427.400,513.632,Zimbabwe,,407.800,no,2019-07-13 21:31:14
1,345.160,312.658,Georgia,,178.250,no,2019-05-10 07:22:37
0,482.760,503.561,United States of America,,399.450,no,2019-05-30 08:35:54
1,350.740,216.449,Lithuania,,234.900,yes,2019-05-04 09:00:24
1,210.440,513.173,Rwanda,,319.450,yes,2019-01-08 00:17:27
0,425.180,729.488,South Georgia and the South Sandwich Islands,,384.350,yes,2019-07-08 22:30:10
1,210.300,478.619,Puerto Rico,,288.800,yes,2019-06-12 15:25:44
1,273.700,199.917,Madagascar,,319.400,yes,2019-02-29 23:56:06
1,252.780,391.315,Honduras,,296.100,no,2019-01-13 02:39:00
0,500.000,550.416,Holy See (Vatican City State),,349.850,yes,2019-05-22 00:01:58
1,248.640,399.394,Senegal,,283.900,yes,2019-06-19 23:04:45
0,444.700,651.866,Saint Martin,,406.250,no,2019-04-16 14:15:55
0,411.680,660.273,Mali,,407.250,no,2019-05-30 21:22:22
1,213.920,438.817,Czech Republic,,275.200,no,2019-06-15 05:43:02
0,376.540,663.593,Singapore,,431.900,no,2019-03-19 14:57:00
1,218.140,426.967,Australia,,288.500,yes,2019-03-14 23:13:11
1,334.440,668.739,Serbia,,302.650,yes,2019-03-25 15:17:39
1,308.040,224.731,Hong Kong,,228.600,no,2019-04-19 15:14:58
0,398.160,744.301,Colombia,,353.400,yes,2019-07-17 01:58:53
1,286.840,282.718,Svalbard & Jan Mayen Islands,,330.900,yes,2019-01-10 23:14:30
1,340.980,208.565,Chile,,218.000,yes,2019-01-11 07:36:22
1,302.500,460.337,Mongolia,,175.000,no,2019-06-18 16:02:34
1,263.360,553.362,Falkland Islands (Malvinas),,305.450,no,2019-04-09 16:31:15
0,455.120,724.240,Kazakhstan,,358.700,yes,2019-07-19 18:06:22
1,368.460,589.662,Cuba,,330.400,no,2019-01-07 23:02:43
0,393.520,629.280,Mauritania,,408.350,no,2019-03-04 08:48:29
1,238.400,327.089,British Virgin Islands,,351.000,yes,2019-04-14 05:08:35
1,234.600,339.873,Thailand,,250.950,yes,2019-03-25 19:02:35
1,263.440,325.370,Norfolk Island,,392.650,yes,2019-04-22 20:10:22
0,461.040,707.013,Jamaica,,372.900,yes,2019-07-22 11:05:10
1,396.600,605.760,Burkina Faso,,333.950,no,2019-04-07 20:34:42
1,240.980,410.972,Fiji,,245.650,yes,2019-01-29 00:45:19
1,303.880,609.686,Zambia,,249.800,no,2019-04-04 00:02:20
0,461.800,612.701,French Polynesia,,409.950,yes,2019-02-15 14:13:47
1,238.060,638.838,Switzerland,,306.100,no,2019-01-05 09:42:22
1,421.740,735.381,Svalbard & Jan Mayen Islands,,236.150,no,2019-03-17 22:24:02
0,448.400,588.202,Madagascar,,382.200,no,2019-01-05 06:34:20
1,211.260,460.243,Niger,,309.200,no,2019-05-05 11:07:13
1,222.040,530.129,Mayotte,,270.400,no,2019-06-02 04:14:37
1,505.200,510.134,Denmark,,366.050,no,2019-05-12 20:57:10
0,431.860,604.657,Cote d'Ivoire,,320.500,yes,2019-04-01 16:21:05
0,357.020,750.444,Barbados,,381.000,yes,2019-02-29 19:26:35
1,364.400,270.733,Tunisia,,214.200,no,2019-03-21 11:02:49
0,422.760,566.051,El Salvador,,368.550,no,2019-02-15 05:35:54
1,252.220,442.177,Cyprus,,209.400,no,2019-02-28 23:54:44
0,511.220,650.446,Mayotte,,337.900,no,2019-02-01 19:42:40
1,249.160,624.661,Costa Rica,,289.950,yes,2019-02-12 08:46:15
1,402.300,286.799,Germany,,410.600,no,2019-02-03 10:40:27
0,339.760,488.526,Angola,,388.450,no,2019-06-21 14:32:32
0,462.140,613.838,Somalia,,413.500,yes,2019-01-09 15:49:28
0,427.920,583.631,Bulgaria,,444.250,yes,2019-01-17 18:45:55
0,403.080,641.885,Singapore,,389.450,yes,2019-05-15 03:10:50
0,413.960,578.684,Falkland Islands (Malvinas),,445.250,yes,2019-04-03 10:07:56
1,277.040,538.989,Pitcairn Islands,,199.800,no,2019-02-28 23:21:22
0,397.720,764.802,Vanuatu,,341.250,no,2019-05-30 08:02:35
1,278.680,479.298,Mexico,,199.350,no,2019-06-13 06:11:33
1,227.060,566.833,Malawi,,362.300,yes,2019-05-01 09:23:25
0,298.500,489.186,France,,439.850,no,2019-03-24 05:38:01
1,539.920,502.789,Sierra Leone,,285.250,no,2019-01-09 03:45:19
0,437.940,667.446,Macedonia,,412.000,no,2019-06-29 03:07:51
0,473.440,614.673,Indonesia,,397.650,yes,2019-02-28 22:02:14
0,423.120,610.091,Heard Island and McDonald Islands,,437.300,no,2019-06-16 03:17:45
0,506.340,518.473,United States Virgin Islands,,399.050,yes,2019-05-13 14:12:39
0,516.520,418.846,Uzbekistan,,382.900,yes,2019-01-03 16:30:51
0,439.100,731.742,Malta,,380.100,yes,2019-07-13 14:30:14
1,216.360,382.609,Afghanistan,,309.400,yes,2019-05-30 08:02:27
0,420.540,521.790,French Polynesia,,439.250,no,2019-06-14 19:48:34
1,267.800,401.837,Norway,,202.100,no,2019-03-16 07:59:37
1,271.440,682.114,Hungary,,366.500,no,2019-01-30 04:38:41
1,304.720,623.781,Mayotte,,196.250,yes,2019-01-23 17:39:06
1,358.080,145.481,Lebanon,,331.300,no,2019-04-25 19:31:39
0,444.220,566.376,Cambodia,,439.900,no,2019-03-31 10:44:46
1,238.640,574.259,Saint Helena,,252.150,no,2019-05-07 17:11:49
0,489.740,494.575,Netherlands Antilles,,401.450,no,2019-06-30 00:40:31
1,218.000,491.115,Greenland,,265.700,no,2019-07-03 22:13:19
0,411.000,569.867,Haiti,,419.850,no,2019-06-16 02:33:22
0,455.460,749.034,Honduras,,340.500,no,2019-02-05 16:50:58
0,359.160,781.195,Belgium,,344.400,yes,2019-02-09 19:37:52
0,516.120,379.083,Czech Republic,,373.550,no,2019-06-13 11:06:40
1,264.540,576.680,Malta,,348.850,yes,2019-06-01 03:17:50
0,473.000,597.859,San Marino,,347.350,yes,2019-03-13 20:35:42
0,405.800,695.625,Sri Lanka,,395.800,no,2019-03-30 20:23:48
0,483.600,471.691,Belgium,,422.950,no,2019-04-26 13:13:20
0,414.340,596.776,Dominican Republic,,285.550,no,2019-06-07 23:46:51
0,430.580,683.245,Uruguay,,393.950,no,2019-02-21 13:11:08
0,421.200,774.601,Turks and Caicos Islands,,345.400,yes,2019-03-12 01:39:19
1,229.380,335.539,Jamaica,,308.800,yes,2019-05-27 08:53:51
0,437.580,704.101,Saudi Arabia,,348.900,yes,2019-05-24 18:35:58
1,337.840,579.833,Eritrea,,181.550,yes,2019-04-18 00:49:33
1,313.980,272.411,New Zealand,,233.050,yes,2019-04-05 05:54:15
0,488.800,542.518,Sri Lanka,,415.850,no,2019-04-05 18:02:49
0,324.880,580.196,Nauru,,379.150,yes,2019-01-17 15:10:31
1,232.540,634.936,Jersey,,310.300,no,2019-03-16 20:10:53
1,264.760,612.300,Indonesia,,242.300,no,2019-01-21 23:33:22
0,470.560,602.835,Nicaragua,,393.200,no,2019-01-16 17:56:05
0,414.880,636.643,Tonga,,411.850,yes,2019-06-29 04:23:10
1,253.900,428.982,China,,208.500,yes,2019-05-27 05:35:27
1,289.420,608.128,Cote d'Ivoire,,208.650,yes,2019-04-08 22:48:25
0,444.160,658.828,Nicaragua,,412.050,yes,2019-04-12 04:22:42
0,342.140,598.866,Fiji,,445.750,yes,2019-04-25 07:30:21
0,352.560,691.128,New Zealand,,290.900,no,2019-02-10 06:37:56
1,333.700,315.231,Somalia,,219.400,no,2019-06-04 17:24:07
0,372.960,639.248,Lebanon,,424.400,yes,2019-04-18 03:41:56
1,439.380,669.290,Saint Kitts and Nevis,,252.600,yes,2019-04-03 06:17:22
1,300.580,617.703,South Africa,,343.050,yes,2019-04-10 19:48:01
1,246.260,627.848,France,,283.500,yes,2019-01-09 04:53:22
1,387.160,533.501,Guinea-Bissau,,166.650,no,2019-01-17 09:31:36
1,280.780,509.601,Equatorial Guinea,,206.400,yes,2019-01-29 03:54:19
0,471.120,680.335,Denmark,,380.350,yes,2019-01-23 01:42:28
1,241.500,659.634,United Kingdom,,300.350,no,2019-04-15 10:16:49
1,282.440,662.815,Christmas Island,,229.800,yes,2019-06-03 00:55:23
1,360.840,193.454,Heard Island and McDonald Islands,,240.450,yes,2019-05-28 12:38:37
0,491.560,572.604,Bosnia and Herzegovina,,396.800,no,2019-04-28 22:54:37
0,426.760,657.912,Lao People's Democratic Republic,,347.100,yes,2019-02-13 04:16:08
1,241.900,634.510,Mauritius,,353.300,no,2019-02-26 04:57:14
1,479.040,493.091,Australia,,391.600,yes,2019-06-26 11:52:18
0,439.880,459.599,Christmas Island,,400.250,no,2019-03-08 05:48:20
1,247.240,661.938,Montenegro,,345.850,yes,2019-03-06 11:36:06
1,235.320,630.010,Venezuela,,323.750,yes,2019-04-06 01:19:08
0,391.120,633.200,Cambodia,,393.350,yes,2019-02-20 09:54:06
1,353.400,516.005,Bulgaria,,187.900,no,2019-04-13 13:04:47
0,425.740,520.110,Austria,,375.750,no,2019-05-04 12:06:18
1,309.540,518.127,Iceland,,193.250,no,2019-05-24 09:50:41
0,422.240,646.312,Libyan Arab Jamahiriya,,365.750,no,2019-01-29 07:14:04
1,244.040,456.325,Qatar,,238.200,yes,2019-03-16 20:19:01
1,284.460,257.672,Luxembourg,,253.150,yes,2019-03-10 15:07:44
0,383.640,757.698,Czech Republic,,364.100,no,2019-01-27 16:06:05
0,380.500,641.224,Gibraltar,,419.300,yes,2019-02-05 19:06:01
0,419.640,461.800,Bouvet Island (Bouvetoya),,380.100,yes,2019-01-27 12:38:16
0,494.100,651.810,Burkina Faso,,371.350,no,2019-01-31 09:57:34
1,287.120,309.760,Barbados,,214.750,yes,2019-03-24 09:31:49
0,439.440,537.671,Timor-Leste,,430.300,no,2019-04-28 18:34:56
1,386.300,698.685,Cayman Islands,,394.800,yes,2019-02-12 01:55:38
1,239.300,518.699,Afghanistan,,259.350,yes,2019-03-10 22:28:52
1,240.240,282.755,Saint Pierre and Miquelon,,328.600,yes,2019-02-13 13:57:53
1,400.460,596.210,Czech Republic,,174.350,yes,2019-06-12 17:52:43
0,512.800,551.879,Saint Pierre and Miquelon,,354.800,yes,2019-06-26 07:01:47
1,336.680,407.631,Guatemala,,422.650,yes,2019-01-04 21:48:38
0,461.740,624.910,Burundi,,415.350,no,2019-05-08 08:10:10
1,246.160,610.045,Hungary,,245.950,yes,2019-05-12 12:11:12
1,278.640,376.051,Cyprus,,209.200,yes,2019-05-01 08:27:12
0,392.460,680.949,Qatar,,401.150,yes,2019-03-19 14:23:45
0,425.120,676.691,French Southern Territories,,373.250,yes,2019-03-17 05:00:12
1,281.280,521.822,Spain,,317.250,no,2019-03-09 03:41:30
1,238.600,513.154,Belgium,,231.000,yes,2019-04-03 11:38:36
1,305.880,437.089,Namibia,,389.000,yes,2019-02-14 14:38:01
1,388.880,470.510,Iran,,176.250,yes,2019-01-03 04:39:47
0,370.900,617.480,Nepal,,399.850,no,2019-01-08 19:38:45
0,422.340,547.259,Belarus,,350.450,yes,2019-01-22 12:58:14
1,342.620,473.919,Japan,,200.850,no,2019-02-01 14:37:34
1,265.100,538.170,Saint Martin,,208.350,yes,2019-06-13 18:50:00
0,397.120,622.386,Chad,,433.450,yes,2019-05-27 06:19:27
1,242.100,420.429,Albania,,369.200,yes,2019-06-18 17:23:26
